language,id,author_id,created_at,date,text,place_info__full_name,continent,latitude,longitude,place_info__place_type,attachments__media_keys__-,attachments__media_keys__001,attachments__media_keys__002,attachments__media_keys__003,attachments__media_keys__004,media_url
English,1376274366560755714,803904314,2021-03-28T20:45:53.000Z,"March 28, 2021","""NORTHERN FRIENDS"" https://t.co/PaTlRceQtJ #CanadianGeographic #NationalGeographic #AlgonquinPark #GreatBlueHeron #Birds #BirdPhotography #Wildlife #Spring #OntarioParks #PicOfTheDay #Travel #Nature #Muskoka #Huntsville #Gravenhurst #Art #Earth 🌎☀️😎✌️👍🌲🌲🍁🍁📸🐾🐾♥️🏆🇨🇦 https://t.co/yi7a2bVZzY","Ontario, Canada",North America,49.2643635,-84.7476405,admin,,3_1376274355898871808,,,,https://pbs.twimg.com/media/ExmCPCDU8AADuGW.jpg
English,1376271808748519431,345018561,2021-03-28T20:35:43.000Z,"March 28, 2021",Drinking a Double Candy by @SycamoreBrewing @ Kmns Beer And Wildlife Refuge — https://t.co/FEgWpXW26e,"Tennessee, USA",North America,35.9957,-87.1473,admin,,,,,,
English,1376271718478704640,2365678188,2021-03-28T20:35:22.000Z,"March 28, 2021","@Tinap66Payne These two horse chestnuts were in my garden, must have blown out of a tree, caught on the wildlife camera a few nights ago. Bit smaller than what you saw on your camera. 😊 https://t.co/FZdyKBnAl3","Cardiff, Wales",Europe,51.4970016,-3.1797998,city,,3_1376271716599611394,,,,https://pbs.twimg.com/media/Exl_1Z5WQAIttAA.jpg
English,1376270992109101056,245800596,2021-03-28T20:32:29.000Z,"March 28, 2021",My first bluebonnets. It's early still but I was excited. @ Meridian State Park - Texas Parks and Wildlife https://t.co/xZ5zXUZM0B,"Texas, USA",North America,31.89083705,-97.69764231,admin,,,,,,
English,1376270526646128640,1373734253427449856,2021-03-28T20:30:38.000Z,"March 28, 2021",Yala National Park is the most visited and second largest national park in Sri Lanka.\n\n 📞 Book now......\n✉️ info@leisuretoursholiday.com.au \n🌐 https://t.co/Ky9F2cYXVd\n#wildlife #srilanka #leopards #Holidays #leisuretoursholiday\n#tour_packages #asia #yalanationalpark https://t.co/bPdJt78WAu,"Officer, Victoria",Australia,-38.06375806,145.4061286,city,,3_1376270522388910080,,,,https://pbs.twimg.com/media/Exl-v5HVEAA9r08.jpg
English,1376270081416601600,803904314,2021-03-28T20:28:51.000Z,"March 28, 2021","""NORTHERN FRIENDS"" https://t.co/aQMUd3L8iQ #CanadianGeographic #NationalGeographic #AlgonquinPark #Wilderness #Moose #Beautiful #Wildlife #Spring #OntarioParks #PicOfTheDay #Travel #Nature #Muskoka #Huntsville #Gravenhurst #Photography #Art #Earth 🌎☀️😎✌️👍🌲🌲🍁📸🦌🐾🐾♥️🏆🇨🇦 https://t.co/Lz8PpuIAIp","Ontario, Canada",North America,49.2643635,-84.7476405,admin,,3_1376270068988846081,,,,https://pbs.twimg.com/media/Exl-VgEVIAEzEK8.jpg
English,1376269806211584003,2365678188,2021-03-28T20:27:46.000Z,"March 28, 2021","@Natures_Voice In my back garden next to the hedgehog feeder, caught on wildlife camera. https://t.co/szBXQQeeOZ","Cardiff, Wales",Europe,51.4970016,-3.1797998,city,,3_1376269804143792130,,,,https://pbs.twimg.com/media/Exl-GFcWUAI3kfJ.jpg
English,1376269304388329481,345018561,2021-03-28T20:25:46.000Z,"March 28, 2021",Late. - Drinking a Yuzu Raspberry Sherbet by Untitled Art @ Kmns Beer And Wildlife Refuge  — https://t.co/p9KqbTUrnC,"Tennessee, USA",North America,35.9957,-87.1473,admin,,,,,,
English,1376268787339640834,345018561,2021-03-28T20:23:43.000Z,"March 28, 2021",Dumb buy 🤣 - Drinking a Xmas Pickle by @ArtifactBeer @ Kmns Beer And Wildlife Refuge  — https://t.co/lTIHpejjNB,"Tennessee, USA",North America,35.9957,-87.1473,admin,,,,,,
English,1376268546657910796,345018561,2021-03-28T20:22:46.000Z,"March 28, 2021",Last nite. Disappointed. - Drinking a For Pete's Sake! by @DuClawBrewing @ Kmns Beer And Wildlife Refuge  — https://t.co/zexM0lP9PU,"Tennessee, USA",North America,35.9957,-87.1473,admin,,,,,,
English,1376268534565703686,4577235855,2021-03-28T20:22:43.000Z,"March 28, 2021",@stuttonsparrows @UKChange Just sign and shout. A glorified funfair for an infantilised population can go absolutely anywhere. The nationally important wildlife cannot. And tell @bbc what you thing of their support for this ecocide.,"Wivenhoe, England",Europe,51.8633055,0.96355745,city,,,,,,
English,1376267637462691842,1146415934,2021-03-28T20:19:09.000Z,"March 28, 2021","@PRubesa @TrishBeMe @NoreneD39766667 @PattiKimble @Itridpm @Mooncatadams @RestlessNews @GlennVotesBlue @DonnaJo1002 @NikkiMila4 @JenM5157 @ljosmyndari1 @wildwillow65 @agavecorn @GualcoJodie @Cherfan4ever1 @network_gal @grupp_arthur @Robyn_CherCrew @nadiepetah @janforney1 @JonMesser7 @kasseykrammer @PunishmentHurts @judeaa @ShercoSherrill @gregdemarco1964 @Dick_Pics_Time @ANDTHATSAFACTJ1 @CHawksRun @RobCinos @stevementzer4 @markie_kmarky8 @MarieJ19 @CarmenMestiza_7 @doris03763159 @altzephcochrane @Educ8tusAll @_hyphenate @Olsonjam808 @lindaoz38 @Nic6454 @co_rapunzel4 @MSNBC @AP @WhiteHouse @CitizensFedUp @SharesTruth Living across the street from the river, I would see families of people walk up the levee with hibachis and anything caught to small or illegal would be cooked immediately and eaten.\n   It seems harmless but it is not it's killing our Wildlife.","California, USA",North America,37.2691755,-119.3066075,admin,,,,,,
English,1376267527857266688,345018561,2021-03-28T20:18:43.000Z,"March 28, 2021",Last nite. - Drinking a Double Navel Gazer by New Heights Brewing Company @ Kmns Beer And Wildlife Refuge  — https://t.co/Py0Ol2hqRh,"Tennessee, USA",North America,35.9957,-87.1473,admin,,,,,,
English,1376266526458671105,739574765262753793,2021-03-28T20:14:44.000Z,"March 28, 2021",Anchorage Costco customers say ravens are stealing their groceries in the parking lot   https://t.co/RNjumX2z1Q\n\n🙃😳😯,"San Francisco, CA",North America,37.7706565,-122.4359785,city,,,,,,
English,1376265114232311812,135844644,2021-03-28T20:09:07.000Z,"March 28, 2021",Vous voulez travailler chez Tetra Tech? Nous embauchons à KS! Cliquez ici pour plus de détails https://t.co/ruohizWytU #GeneralScience,"Kansas, USA",North America,39.011902,-98.4842465,admin,,,,,,
English,1376262170216955906,993967676,2021-03-28T19:57:25.000Z,"March 28, 2021",This is how I’ve been watching the Ospreys. I hope the nest site survives these storms 🙏 Osprey cam https://t.co/X3Os0POEE8,"Kendal, England",Europe,54.326605,-2.7412463,city,,,,,,
English,1376259376852443141,278758562,2021-03-28T19:46:19.000Z,"March 28, 2021",Wildlife and Beautiful Beaches @ Northumberland https://t.co/peUy3bw6rr,"North East, England",Europe,55.16666667,-2,admin,,,,,,
English,1376258634892595203,1167930879467036672,2021-03-28T19:43:22.000Z,"March 28, 2021","With warmer weather comes snake friends! Native snakes are important to the environment and human health. If you need help with non-lethal snake removal, call USDA Wildlife Services 1-877-463-6497 or check out https://t.co/y5rXkE2ohV for local removal services.\n\nArt by @amuether https://t.co/pSBz4sflhL","Baltimore, MD",North America,39.284713,-76.62048175,city,,3_1376258630882836484,,,,https://pbs.twimg.com/media/Exlz7tzWQAQfMl_.jpg
English,1376255984524480516,345018561,2021-03-28T19:32:50.000Z,"March 28, 2021",Last night - Drinking an Imperial Peanut Butter &amp; Jelly Milk Stout by @tailgatebrewery @ Kmns Beer And Wildlife Refuge  — https://t.co/4wq4F8AYHP,"Tennessee, USA",North America,35.9957,-87.1473,admin,,,,,,
English,1376252595052838915,1288192735111811072,2021-03-28T19:19:22.000Z,"March 28, 2021",#ykphotography971987 \n\n#bird \n #birdphotography\n#birds_captures #birdlovers #birdsofindia #birdwatching #birding #birds_adored #natgeoyourshot #naturephotography #wildlife #wildlifephotography #wildlifeplanet #canon  #canonphotography #canon5dmarkiv #saurashtra #gujarat #india https://t.co/R2NP2lp9Lp,"Porbandar, India",Asia,21.6025666,69.6998304,city,,3_1376252537402060801,,,,https://pbs.twimg.com/media/ExluZB0UcAEgxyy.jpg
English,1376250188344483841,345018561,2021-03-28T19:09:49.000Z,"March 28, 2021",Drinking a Zkittlez by @SycamoreBrewing @ Kmns Beer And Wildlife Refuge — https://t.co/xymDGg8Pi3,"Tennessee, USA",North America,35.9957,-87.1473,admin,,,,,,
English,1376249452151857161,345018561,2021-03-28T19:06:53.000Z,"March 28, 2021",Drinking a Pity Whop by @southerngrist @ Kmns Beer And Wildlife Refuge — https://t.co/sZ5n9TrJge,"Tennessee, USA",North America,35.9957,-87.1473,admin,,,,,,
English,1376248613387563016,522686110,2021-03-28T19:03:33.000Z,"March 28, 2021",@elliepyemont What makes these people tick ? So dangerous to wildlife as well.,"Brent, London",Europe,51.5651955,-0.2631407,city,,,,,,
English,1376248072376885249,3257163383,2021-03-28T19:01:24.000Z,"March 28, 2021","Heron spotted at the lovely, urban Wynter House Duck Pond, #Stockwell \nWhat a lovely hidden gem of a place to see wildlife in London. #water #sundayvibes \n@BBCSpringwatch @brixtonbuzz https://t.co/SxCA7QWuTu","London, England",Europe,51.48926303,-0.088160669,admin,,3_1376248068753002501,,,,https://pbs.twimg.com/media/ExlqU6zXEAUb1Vo.jpg
English,1376244940875956224,1031977552368287746,2021-03-28T18:48:57.000Z,"March 28, 2021","@IoloWilliams2 Thank you, you liked my tweet.Sheffield Wildlife Trust have backed our campaign.They're recommending Owlthorpe Fields be designated as an LWS but building will start in August unless we can stop it. The barn owl below flies for your support. https://t.co/raPnX2MwJW https://t.co/VQmvnrBIEi","Sheffield, England",Europe,53.38316455,-1.449612,city,,7_1376244906235207687,,,,https://pbs.twimg.com/ext_tw_video_thumb/1376244906235207687/pu/img/axQTkfHWUKilLI9P.jpg
English,1376244582854189057,572760485,2021-03-28T18:47:32.000Z,"March 28, 2021",Shepreth Wildlife Park director recalls 'terror' of lockdown https://t.co/sGC6aZKBMC,"Oakington, England",Europe,52.28036162,0.05173177,city,,,,,,
English,1376244547802558471,527309649,2021-03-28T18:47:24.000Z,"March 28, 2021","@elisetempelhoff @Total Also, raping northern Mozambique of rubies, mahogany, poached wildlife parts, a bigger picture of corruption, greed and fear mongering. The gas makes bigger news, but in fact there is a lot more to it 🤷‍♀️",South Africa,Africa,-28.4794852,24.6699433,country,,,,,,
English,1376244105869688832,1376239602709757954,2021-03-28T18:45:38.000Z,"March 28, 2021",This guy decided he wanted to go on holiday to wales. \n#walrus #wildlife #nature #animals #photography https://t.co/sy8AYU5B9W,"Wales, United Kingdom",Europe,52.40443595,-4.00161693,admin,,3_1376244100714881028,,,,https://pbs.twimg.com/media/Exlmt8tWYAQgGON.jpg
English,1376243938051428364,140937496,2021-03-28T18:44:58.000Z,"March 28, 2021","Blue Tit, in flight, from my woodland bird hide here in the Borders near Hawick if this is of interest to you please contact me for details @ Ron McCombe Wildlife Photography https://t.co/tHIAqSZ9Ri","Scotland, United Kingdom",Europe,55.45415156,-2.65260564,admin,,,,,,
English,1376243815401545728,1375912125768536067,2021-03-28T18:44:29.000Z,"March 28, 2021",@CGIARnutrition @IFPRI @Ceres2030 @CGIAR @SpaceShip_Jesus @EGU_SSS @ejsoilscience @2015Wrb @ISRICorg #ranchsoil #WildLifeCovid @World_Wildlife @SheldrickTrust @AGUCatchHydro @H2OAlliance @ISRICorg @SBL_WUR @soils_mdpi @SSSA_soils @theGSBI #PacificPollution @Soil_Science @FarmsNews @USDAIndia @USDA @USFarmReport @WGCI https://t.co/qHWC2KN9wQ,"South Holland, IL",North America,41.5997135,-87.59993,city,,3_1376243813115691010,,,,https://pbs.twimg.com/media/ExlmdNUXAAIKKNW.jpg
English,1376242454920323073,1039592157324226560,2021-03-28T18:39:05.000Z,"March 28, 2021",‼️A MUST WATCH ‼️\nThis documentary uncovers frightening global corruption which harms the marine wildlife 😢 #SaveTheOcean #Seaspiracy #illegalfishing \n@MrAllonGeog @MrTomlinsonGeog so many links to what is covered in our curriculum and much more 🤯 https://t.co/ad4wI3jvMg,"Manchester, England",Europe,53.4569527,-2.23348,city,,3_1376242442740101124,,,,https://pbs.twimg.com/media/ExllNcRW8AQehPV.jpg
English,1376242255695069184,1155820145157246976,2021-03-28T18:38:17.000Z,"March 28, 2021","We are proud to provide a safe home to the largest (unharmful) Bee in Europe, the Violet Carpenter Bee. What a beauty. Loving our wildlife. 😍 @ Costa Blanca, Spain https://t.co/3pNtQiJ1p5","Benissa, España",Europe,38.6793286,0.0383271,city,,,,,,
English,1376238402979442694,36232805,2021-03-28T18:22:59.000Z,"March 28, 2021","This is seriously cute, but it also reminds me of how troubling habitat fragmentation can be for wildlife. https://t.co/P4CtWMGxTT","Houston, TX",North America,29.8384948,-95.4464865,city,,,,,,
English,1376233057670340611,1325799516147249153,2021-03-28T18:01:44.000Z,"March 28, 2021",@BaskingSharkSco So looking forward to hearing guests being thrilled by their @BaskingSharkSco wildlife adventures,"Baravullin, Scotland",Europe,56.50087825,-5.4167192,city,,,,,,
English,1376229397162721280,60853673,2021-03-28T17:47:12.000Z,"March 28, 2021","@mrsahoo It does! The best place to see them, though, is Hoolongapar Gibbon Wildlife Sanctuary near Jorhat.","Bhubaneshwar, India",Asia,20.2491085,85.853412,city,,,,,,
English,1376228239073402881,4821184780,2021-03-28T17:42:35.000Z,"March 28, 2021",Ocean spirit ❤️\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#ocean #spirit #Discover_of_Harshit_Vaghela #Life_of_Harshit_Vaghela\n#અતીત_ની_પોટલી(#Biography_of_Harshit_Vaghela)\n#SEA  #journey #worldprotector #Mission_of_world_protection  #naturephotography #wildlife #nature #model #Aquaman #oceans9 https://t.co/tcqQBzNypx,India,Asia,19.9387045,82.5841815,country,,7_1376228122983608324,,,,https://pbs.twimg.com/ext_tw_video_thumb/1376228122983608324/pu/img/CTjubUs2og4S1Wo4.jpg
English,1376226972829814784,215224249,2021-03-28T17:37:34.000Z,"March 28, 2021","A 101 on (@IUCN, the International Ranger Federation, Global Wildlife Conservation, and Conservation Allies) #InternationalRangerAward https://t.co/RqDieNkvQ4 that Uttarakhand ranger, Sh Mahender Giri, has won 🇮🇳 https://t.co/sLAXT6JnLG https://t.co/hxjz9l29P5","Noida, India",Asia,28.545556,77.498726,city,,3_1376226966576099332,,,,https://pbs.twimg.com/media/ExlXInEU8AQE2H8.jpg
English,1376226292736098304,1269597624262418433,2021-03-28T17:34:51.000Z,"March 28, 2021",A roe deer buck 🦌 From February. https://t.co/kWxXkVReik #roedeer #capreoluscapreolus #animals #wildlife #nature #photography https://t.co/uOARFTZu7J,Oslo,Europe,59.947223,10.790233,poi,,3_1376226288411758600,,,,https://pbs.twimg.com/media/ExlWhItWUAgMMCh.jpg
English,1376225255501537282,18972776,2021-03-28T17:30:44.000Z,"March 28, 2021",A beautiful female house sparrow taken in June 2020. #birds #birdsofinstagram #wildlifephotography #wildlife #sparrow #housesparrow @ Jersey https://t.co/vju088YGXf,"Saint Helier, Bailiwick of Jersey",Europe,49.19,-2.11,city,,,,,,
English,1376224966677499907,2231680903,2021-03-28T17:29:35.000Z,"March 28, 2021",Can we boycott them all over these bustards are killing the lifestyle of jungle all wildlife is getting destroyed \n\nhttps://t.co/LQgoYWO4ky,"Navi Mumbai, India",Asia,19.0967305,73.0358855,city,,,,,,
English,1376223210283413508,1354205292,2021-03-28T17:22:36.000Z,"March 28, 2021","The show fostered a love of wildlife for a generation, while Jim Fowler wrestled an alligator in the background Marlin calmly described the scene. https://t.co/c2Wuc29lg2","Michigan, USA",North America,45.00118,-86.27053925,admin,,,,,,
English,1376222820082929665,2840642430,2021-03-28T17:21:03.000Z,"March 28, 2021",Sparrow look 😊\n\nSigma -150-600mm\n\n#Nature #birds #wildlife #TwitterNatureCommunity #WildlifePhotography #birdwatching #NaturePhotography #birding #canon https://t.co/MLjix71Q1U,"Tamil Nadu, India",Asia,10.8187895,78.289703,admin,,3_1376222806065614853,,,,https://pbs.twimg.com/media/ExlTWb9VEAUVnik.jpg
English,1376222445565263876,1138841691547480066,2021-03-28T17:19:34.000Z,"March 28, 2021",Wandering into the woods....🎄\n\n#sheffield #crookes #bolehills #sunday #hiking #countryside #nature #wildlife #woods #woodland #rivelinvalley @ Crookes https://t.co/3yT8v2KriG,"Sheffield, England",Europe,53.384,-1.508,city,,,,,,
English,1376222090135670786,321688803,2021-03-28T17:18:09.000Z,"March 28, 2021","Good evening\n\n#enjoy_the_silence\n\n#Somewhere_only_we_know ,#outsider,  #countryside ,#FARfromHUMANS ,#winter ,#nature ,#naturephotography,#plantas ,#plants #wildlife,#getaway\n\nhttps://t.co/x24T64gleb https://t.co/mc7iyZnxq4","Salamanca, Spain",Europe,40.9667,-5.65,city,,,,,,
English,1376219831234654211,357464662,2021-03-28T17:09:11.000Z,"March 28, 2021",Four pics of a #redkite on a dull windy afternoon \n@Natures_Voice @RSPBbirders @CarlBovisNature @Team4Nature @wildlife_uk @BBCSpringwatch #nature https://t.co/fvS55LpjH2,"Adderbury, England",Europe,52.017273,-1.3138302,city,,3_1376219825840742403,3_1376219825870098434,3_1376219825853321222,3_1376219825849184260,https://pbs.twimg.com/media/ExlQo9wWYAM8A2M.jpg
English,1376217121986904074,456890844,2021-03-28T16:58:25.000Z,"March 28, 2021",I will never get tired of seeing and photographing robins 😍 #wildlife #wildlifephotography #robin #birdphotography #bbcearth #BBCWildlifePOTD #countryfile #birdsoftwitter #Photogaphy #TwitterNatureCommunity  #birdwatching #nature #nikon #SIGMA @CountryfileMag @BBCCountryfile https://t.co/L8JzDI2Per,"Wales, United Kingdom",Europe,52.40443595,-4.00161693,admin,,3_1376217116643328006,,,,https://pbs.twimg.com/media/ExlOLRNWgAYakzv.jpg
English,1376214514023170058,16353506,2021-03-28T16:48:03.000Z,"March 28, 2021","I'm at Grand Bay National Wildlife Refuge in Moss Point, MS https://t.co/CN3klhISr8","Mississippi, USA",North America,30.42951393,-88.4278717,admin,,,,,,
English,1376213381787611142,953387960401002497,2021-03-28T16:43:33.000Z,"March 28, 2021","@CorkscrewSwamp I brought my parents to Corkscrew for the 1st time last week, they loved it. I pointed out different birds, great experience. Here is a white eyed Vireo I saw off the boardwalk. Thanks for all you do to protect the area &amp; its native wildlife https://t.co/9rfZ6w4U4u","Minnesota, USA",North America,46.4418605,-93.3613205,admin,,3_1376213377559711747,3_1376213377513631759,,,https://pbs.twimg.com/media/ExlKxoCWUAMrbLw.jpg
English,1376212640230486017,1297944746606899203,2021-03-28T16:40:36.000Z,"March 28, 2021",@World_Wildlife @ChelseaJaya https://t.co/IbZ81EFEvQ,"La Oliva, Spain",Europe,28.66481855,-13.9269332,city,,3_1376212634953998340,,,,https://pbs.twimg.com/media/ExlKGZnWYAQKmSt.jpg
English,1376211410422743041,583898686,2021-03-28T16:35:43.000Z,"March 28, 2021",I’m fascinated by Apple snail eggs. They’re back again as I meander following this Green heron and the plethora of robins. \n\n#applesnaileggs #greenheron #robin #wildlife #birds #nature @audubontexas https://t.co/X9YqmCObEF,"Missouri City, TX",North America,29.57721907,-95.55016937,city,,,,,,
English,1376210676235051010,1336054739306500097,2021-03-28T16:32:48.000Z,"March 28, 2021",A few from this morning's local shoot.. (much to my dogs disgust😂).\n#woodlandphotography #woodland #nature #forest #trees #woods #naturephotography #tree #photography #landscape #outdoors #naturelovers #wood #wildlife #landscapephotography  #woodlandphotography #spring https://t.co/uzEfEkGLke,"Livingston, Scotland",Europe,55.8988355,-3.5243905,city,,3_1376210663127846912,3_1376210666655207424,3_1376210669939404803,3_1376210673991090176,https://pbs.twimg.com/media/ExlITn_XEAA_vim.jpg
English,1376210281173508102,282123818,2021-03-28T16:31:14.000Z,"March 28, 2021",@Essjayleam @sallysolihull If I can beat the slugs and snails to them. I wont use any chemicals and they have as much right to food as me and of course they are in turn food for other wildlife we need 🤗🤗🤗🤗,"Huddersfield, England",Europe,53.6473925,-1.811758,city,,,,,,
English,1376206715625078786,853171795695947776,2021-03-28T16:17:04.000Z,"March 28, 2021",Searching for worms @BrowningCams #wildlifephotography #wildlife #wildlifephotographer #nature #naturephotography #naturephotographer #Badgers #Badger #badger https://t.co/3IOThbBts0,"Scotland, United Kingdom",Europe,57.73945396,-4.200440999,admin,,7_1376206663116541969,,,,https://pbs.twimg.com/ext_tw_video_thumb/1376206663116541969/pu/img/dnTiYoRR2Rp2rwP_.jpg
English,1376205565517520897,2233711129,2021-03-28T16:12:30.000Z,"March 28, 2021","Texas Parks and Wildlife Game Wardens recovered the body of 18-year-old Jose Reyes, Saturday — who they’ve been searching for along Benbrook Lake since he went missing on March 21. @FOX4 https://t.co/QIK8mlOkny","Dallas, TX",North America,32.8198585,-96.7617535,city,,3_1376205563017756677,3_1376205563034472452,,,https://pbs.twimg.com/media/ExlDqwmXAAUl2jj.jpg
English,1376204830948085765,853171795695947776,2021-03-28T16:09:35.000Z,"March 28, 2021",Local Ospreys not back yet.  #wildlifephotography #wildlife #wildlifephotographer #nature #naturephotograpahy #naturephotographer #Osprey #osprey @Natures_Voice @RSPBScotland https://t.co/YamMpKtkWX,"Scotland, United Kingdom",Europe,57.73945396,-4.200440999,admin,,3_1376204824438575108,,,,https://pbs.twimg.com/media/ExlC_xLXEAQg91m.jpg
English,1376203830908628992,1366439094650306561,2021-03-28T16:05:36.000Z,"March 28, 2021","""Call of an Eagle""\n#bird #Eagle #birding #nature #wildlife #birdwatching #wildlifephotography #seaeagle #whitetailedseaeagle #Canon #canonphotography #bbcwildlifepotd @BBCSpringwatch @BBCCountryfile @natgeowild @NatGeoMag @BirdwatchExtra @BirdWatchingMag https://t.co/sAQpVbmeNy","Gorseinon, Wales",Europe,51.6686665,-4.04875525,city,,3_1376203828031275012,,,,https://pbs.twimg.com/media/ExlCFxRWQAQ2mFd.jpg
English,1376202057040818179,31590065,2021-03-28T15:58:33.000Z,"March 28, 2021",Lovely walk at Stover Park! Lovely wildlife! @ Stover Country Park https://t.co/EBCXDUtiMi,"South West, England",Europe,50.56288287,-3.64982425,admin,,,,,,
English,1376200546886037509,42946422,2021-03-28T15:52:33.000Z,"March 28, 2021",@BeauTFC I know you're not supposed to feed the wildlife but I would have just brought out some breakfast for my guest.,"Acworth, GA",North America,34.05301335,-84.6677327,city,,,,,,
English,1376198893747245062,18411880,2021-03-28T15:45:59.000Z,"March 28, 2021",A #goldeneagle in #LamarValley #Yellowstone in Feb. 😍📷#Wyoming @NatlParkService #NationalPark #visitWyoming #beautiful #photography #thephotohour #natgeo #nationalparkservice #nationalparks_guide #captureWyoming\n#wildlife #raptor #wildlifephotography #eagle #birdphotography https://t.co/AureLJTq51,"Wyoming, USA",North America,43.000325,-107.554562,admin,,3_1376198886868537344,,,,https://pbs.twimg.com/media/Exk9mKAWUAAh77h.jpg
English,1376198360965775360,248393339,2021-03-28T15:43:52.000Z,"March 28, 2021",Beautiful baby #deer 🦌 #Fireisland #nature #wildlife #beach https://t.co/P2fL0dKe3b,Fire Island Beaches,North America,40.63767945,-73.18593305,poi,,7_1376198299657601024,,,,https://pbs.twimg.com/ext_tw_video_thumb/1376198299657601024/pu/img/oi-gHMFcibjexZre.jpg
English,1376196688055001095,86033363,2021-03-28T15:37:13.000Z,"March 28, 2021",@pastirica Today I feel like saying Ring Ouzel (Turdus torquatus).\nhttps://t.co/ruzjBNxoNA\n\nI like a Pied/White Wagtail too - often see them where I live and they always make me smile.,"Tottenham, London",Europe,51.5879017,-0.102162,city,,,,,,
English,1376196501811171332,755930196222488577,2021-03-28T15:36:29.000Z,"March 28, 2021","@claudiakitty_g @kennethbarnha10 I saw videos of many ranchers, wildlife protectors say it was disastrous, and going through our tax owner state parks. GOP has to go. No respect for my fellow brown and black people and all nationalities, no respect for wildlife. I can do without material things if it gives more.","Platte City, MO",North America,39.3441665,-94.772968,city,,,,,,
English,1376195623276322816,1286978509718446080,2021-03-28T15:32:59.000Z,"March 28, 2021","@minforestmp @PrakashJavdekar @DEFCCOfficial @ChouhanShivraj @CMMadhyaPradesh  just saw fire on hills near khargone,Indore.Its a matter of concern regarding contemporary issue of fire putting deliberately or an ignorance of forest department. #flauranfauna #wildlife #amazonfire https://t.co/AEANwPgCvD",Khargone,North America,22.567408,75.903827,poi,,7_1376195501276733451,,,,https://pbs.twimg.com/ext_tw_video_thumb/1376195501276733451/pu/img/HHaGJM4hibJGqEpc.jpg
English,1376195278659678210,1283260705748037632,2021-03-28T15:31:37.000Z,"March 28, 2021",@NicHandmadeMN I'm donating 15% of all my profits from March and April to the world wildlife fund! \nhttps://t.co/RE0UVuZBri,"Denver, CO",North America,39.713563,-104.9220935,city,,,,,,
English,1376192459928039427,196881995,2021-03-28T15:20:25.000Z,"March 28, 2021","Namoral, contar pra vcs que eu fico o mais emocionado quando tô do lado desses peixinhos... 🐡🐠🐟🐡🐠🐟🐡🐠🐟\n#gopro #animals #peixes #aquario #wildlife #mergulholivre #scubadiving #love #nature #natureza #mar #ocean #sea https://t.co/92KwbpLSsH","Rio de Janeiro, Brazil",South America,-22.8970999,-43.21214,city,,,,,,
English,1376192049075077123,57169384,2021-03-28T15:18:47.000Z,"March 28, 2021",Breakfast time! 🍳 🥓 ☕️ @ Cedar Hill State Park - Texas Parks and Wildlife https://t.co/WuBuvbbzXW,"Texas, USA",North America,32.62177966,-96.9791543,admin,,,,,,
English,1376191983035813889,35003142,2021-03-28T15:18:31.000Z,"March 28, 2021",Cooper’s #Hawk circling over the salt marsh 🐦\n\n#birds #birdphotography #nature #wildlifephotography #wildlife https://t.co/hFcWKnQCPL,Rockwood Road,North America,42.23870018,-70.87426127,poi,,7_1376191939729633281,,,,https://pbs.twimg.com/ext_tw_video_thumb/1376191939729633281/pu/img/Z8pdevg43-IdvCLf.jpg
English,1376190546767663105,1231982232165855234,2021-03-28T15:12:49.000Z,"March 28, 2021",@WWFCymru afternoon @WWFCymru how are we today &amp; would you follow us please we are the Milton court garden &amp; wildlife project @AndyNewport55uk &amp; that would be brilliant if u can &amp; one day visit us here🌻🌼🐦🌿🌱🌺🌾🍃🍀🌞😊☕ https://t.co/3SxMQQCijm,"Ringland, Wales",Europe,51.5927854,-2.93703305,city,,3_1376190513016143874,3_1376190519794077701,3_1376190524823113728,3_1376190542434988034,https://pbs.twimg.com/media/Exk1-u-XAAIbBk0.jpg
English,1376186350253322243,1260063007,2021-03-28T14:56:08.000Z,"March 28, 2021",Continuing on the wildlife theme... https://t.co/6hjFkaHzse,"Ottawa, Ontario",North America,45.2487908,-75.8001415,city,,,,,,
English,1376186157202034690,2337405293,2021-03-28T14:55:22.000Z,"March 28, 2021",A photo with an Ostrich at Pian Upe Wildlife reserve https://t.co/MTQ3D7ax6r,"Kampala, Uganda",Africa,0.28926745,32.56916015,admin,,3_1376186140965888010,,,,https://pbs.twimg.com/media/ExkyAP0WYAoql4i.jpg
English,1376184032585781249,1332396418770808834,2021-03-28T14:46:56.000Z,"March 28, 2021",Whale sightings aid quest to protect wildlife in Indian Ocean oasis | Article [AMP] | Reuters https://t.co/ksknXJxIWO,"Seabreeze, FL",North America,29.23699215,-81.0167722,city,,,,,,
English,1376183418539671552,24275407,2021-03-28T14:44:29.000Z,"March 28, 2021",NYC wildlife: Deer hanging out under the Verrazano Narrows Bridge. #nyc https://t.co/GmT2XVjIE0,"Manhattan, NY",North America,40.780709,-73.9685415,city,,3_1376183416857763843,,,,https://pbs.twimg.com/media/ExkvhruXIAM8dK2.jpg
